comments,Class
yrr kya song he meri gf ko ye bhut pusend he nd i like this song,1
world ke all singer me se ja ne mane power star pawan singh hai,1
is gaane hamare bangal main bohut chalta hain dance hungama main,1
records inke naam hai,1
mja bout aa va es song ko sun k yarr k sat pin ka maja kuch or h,1
nice song agar app ko acha lagta h to like mark meri comment ko,1
bahut naacha ye gaane pe kasam se aur banao aise ek darjan gaane,1
mja bout aa va es song ko sun k yarr k sat pin ka maja kuch or h,1
maja aa gaya raju punjabi vijay verma anjali raghav superb,1
yes mera jaan come back wow i am unlimited happy be continued yrr,1
great music guysn rap as wellkeep goingye banda aag lagane wala h,1
waah yaara purane punjab da rang swaad agya bai g indian punjabi,1
arisss sala million views pura zor pe h hamaaar bhojpuri gaana,1
every day nashe si chad gyi in midnight in morning remember only,1
outstanding yr ye song my favourite singer sarmad qadeer talented,1
raju bhai is my favourite singr vijay bhai is my favourite actar,1
background beats copied from lean on kucch toh original karo bhai,1
bhai menne to raju punjabi or vijay verma ka dance kasutaa lagaaa,1
kya dance hai kya gaana hai kya mehnat hai superb,1
pale o pale o thats what i heard and bus ab nai dekh na aage,1
finally swag se swagat broke the record of nashe se chad gayi oye,1
salman or arjit gye tel lenebass song bda catchy h sasura,1
supar jodi anjali and best yar vijay varma i like jodi,1
wow nice song bhut dino baad acha song dekhne ko mila thank you,1
nashe si chad gyi oooyyyyeeee,1
itne aache gana ko dislike kaun kartahe ree baiil ke bullle honge,1
mai aap ka bahut bada fan hu i like you i miss you you are great,1
ase kyu kerta hai bhojpuri songs me kaha kaha hat de dete hai,1
aima baig jitne beautifull hai utne hi us se awaaz beautifull ha,1
sala publish oct be hoya par sala this dec be carefree bol te hai,1
who is here after swag s karenge sabka swagat just to check view,1
os k name k sath baloch lika a pir b etne sawal had ogai yaar,1
bhut achha song h lge rho vijay bhai anjali raghav u r so cute,1
i am rajasthani par mughe yhe song bhut pashand ha i love bihari,1
pawan bhai song hittt and your dance super hittt loved dis song,1
pawan singh ke pet me mahene ka bacha hai kya and kajal very hot,1
itna ganda video banata hai isliye koi bihari song dekhta nai hai,1
is gane ko priyanka singh ne gaya hai koi uska v tarif kar do yar,1
mast bhai pose pe thoda control karo or aise hi gane nikalte raho,1
bhai kuch to log kahenge logo ka kam hhai kahna do your work best,1
kya mst song hai kya beautiful actress hai kya dance step hai wow,1
yo yo honey singh back bro ab bollywood ko hilayega mast song hai,1
kmal krta paji hit like for yo yo dil chori ta sada hogya,1
aa gaya mera super star and my best singer yo yo i love you hanny,1
bhai jab aata hai na acche acche ko hila dalta hai love you yo yo,1
dosto ek bar mera chanal dekhe aapko bahut kuch shikhne ko milega,1
first time lisen the pakistani song vase acha hei i love my india,1
mein indian hu par pehli baar pakistan ka song suna very nice,1
agar gaane me download ka options na hotato view billions pe jate,1
bhai copy krna chorro music ko orignal suno mazar lazor lean on,1
agr london me indian beech raste me asa dance kri to latth pdenge,1
same video i saw when srk and katrina dancing kuch naya lao yaar,1
ishk shava song of jab tak hai jaan tried to copy but no way near,1
nice song nashe si chadh gayi oooooooooooooooo kea mast ganna hai,1
good bye kala cashma time to nashe si chadh gayi beat kala chasma,1
salman khan jaha khra hota hy line waha se shorw ho jate hy,1
wow zabardus amazing marfelus absululity great maza aye gaya good,1
so nyc song ghazal ko bht achi trah perform kiya kmaaaal song,1
dil cheer kar diya apny ap itny pyary ho awaz bhi payri ha love u,1
awsame song love it opr sy awz awsame dill par lgti hain,1
ek dum fadu hai vijay bhai so nice so cute jodi bhi aur gaana bhi,1
bhabhi tere sandal teh bhut a bhadiya ha aur anjali tera song bhi,1
mujhe na anjali ji or vijay ji jodi bahut achi lagti hai,1
bahut accha hai song happy new year anjali ji,1
bahut accha hai song happy new year anjali ji,1
anjali ji mai sirfapka hi fan huor kisi ka nhi ho sktateamo gande,1
teri sindala ne songs rajendra kumar haryanavi songs,1
very nice or asehi gaane banaa hame or suna hi ishliye or gaane,1
meko ye song boht pasand aya raju punjabi ji ase gane or nikal do,1
ye mera pehle bhojpuri gaana h jo mai sun raha hu but song mast h,1
yeh gana sabse super gana hai ess gana se acha koye gana nahi hai,1
niche jaun link ba ek bar jarrur decki ja bhojpuri jawan bhai log,1
ye song aadat sa lag gaya hai sunne ko ab itna acha hai song hai,1
mujhe to kuch samajhme nhe ata he bojpuri bt sunke aacha lagta he,1
itne views to bollywood songs pr bhi nhi aate,1
e pawana ke nabhi bas milta hai kya saale ko unli karta rhata hai,1
jintne like aur video nahi ati hai utne dislike is video main hai,1
super se uper hai a song,1
song to thik h pr sale ka dance bilkul ghatiya hai kajal ka mst h,1
pawan singh koi jabab nhi awardwinng dance kajal looking prtiiiii,1
mast mast kajal raghvani and nice song by priyanka singhand pawan,1
pawan bhaya bhojpuri ke number one hero par ap kuch log jalta hai,1
eshe hee super music vaale song nikalte rahi ye bhojpuri industry,1
biggest song power satar bhojpuri king pawan singh ko mubarak ho,1
peg baliye famous song h shaadi ho ya party ye sab jagha bajta ho,1
song acha hai lakin ya pakistan hai sharam insaan mai honi chahya,1
abhi aya rap sunne ka maja wahthe best is backlove you honey paaji,1
mast gana haiaunty jada ganta mat bajawnahi tho tera bell bajadaga,1
yo yo bhai kahan gaye tummisssssssssss youbhai love you yo yo,1
up couple having sex and women asked dalley ho dalley hoooo dalley,1
bhai maza aa gaya what a song just before the new year bang on,1
baewafa log kabi ni palat tyjinhn ny sath dena ho kabi choorhty ni,1
bhaiya k shade m y gana baja tha mza aa gya khub nache hai sab log,1
keep it up bro hope you will be the next rockstarand sot lgane hai,1
ye song or ye dance or ye views and like kya hai ye kuch bhi,1
sounds familiar sapno me milti hai o kudi mere sapno me milti hai,1
wish it was deepika instead of vaani yaar would have been superhit,1
omg m views aajtak nhi dekha kisi video par itne views great,1
bani kapur hair style is very niceshe is loking like a real heroin,1
mjha maloom ha ma kesa jiti hun uska nagairrrr,1
mjha maloom ha ma kesa jiti hun uska nagairrrr,1
bhaii daaru piyyoo aur ye gaana saath baj jaaye maza hi a jaayega,1
bhaii daaru piyyoo aur ye gaana saath baj jaaye maza hi a jaayega,1
kya mast kamar chala rheey hain shakira ko bhool gaya aaj main toh,1
sunke maza ageyamain nashe me talle ho gayasong is amazing to ears,1
tere pyaar dy vich ma maar jasaa sanu ena yaad na aya kar level ha,1
teray piyar de vich mein marja saan menu aina yaad na aya kardamnn,1
bhai bhut sahi aise gaane laate rho rukna mt chhey jo hojaye bhai,1
million like b nhi huye guru randhawa ke songs dekho,1
nice song and it is tery pyar day vich main maar vainsan not jasan,1
asi nazuk dil de log hain sada dil na tu dukhaya kar,1
babbu maan bai har ek de dil ch vasda naseebo g ne vi kamal krti,1
hayeee kamaaal kr diya naseeboo laal jee apny fan ban gya u ka me,1
hayeee kamaaal kr diya naseeboo laal jee apny fan ban gya u ka me,1
mery liya string ka hr song best hai love u keep it up string back,1
khesari ser hai pawn feel hai bhojpuri is no hero khesari bhai ji,1
pawan bhai awesome superb dance by bold priyanka dabang pawan bhai,1
bhai gana ka matlabh jesa bhi he but bass and sound bohot atcha he,1
nice song but honey kyu nahi aaya song mei written by renu tusamer,1
bhai ka gaana aagaya i am so happy yo yo honey singh best of best,1
pehli bar pakistan song suna i love that girl very much,1
i am indian ye song bhut achha h first time suna h pakistani song,1
i just thought kai kanwal sirf model hai mgr she dance really well,1
oyy hoyyy nashe si chadh gaya ae song nashe si chadh gaya,1
dil se bol rhi hun ye song mjhko bhut bhut accha lgta hai,1
ugly bolne wale front camera kholke apna chehra wapis dekh lo,1
dance mast h na yaar song bhi mast h,1
very nice song nashe si chad gayi mere upar bhi nashe si chad gayi,1
girls are always boys ka nasha ma e rahta hai,1
vaani looks like a man with a long hair is she a transgender,1
koi acchi ladki ko lena tha ranveer ke saath ye vaani ko bekar hai,1
very new vocal and music style bahut pasand aaya unique bold voice,1
jin ka dill bara hota ha usy dard bhi bara milta ha rajput badshah,1
is song may qb ap khud bhe asakti hu itni tu cute hu,1
super song sarmad apk songs buht achy lagty hai mujhy to good dear,1
pakistano tarka mar dia naseeboo laal ne ab mei yee song sunta hon,1
stringsssssss thanks for this buhat wait kiya,1
maza agya itna time k bad ap log ko sun k thank q strings i love u,1
sir mai bihar se hu ye gana to mere tarf dhum macha rakha he dj pe,1
bhai vijay k liye awesome handsome mind blowing again hit pe hit,1
aap aap ho to kya aap ho hm hm hai to kya ham hai very nice acting,1
raju panjabi vijay verma ji ko iss gane ka liya award milna chaiya,1
ak dam super song i like it me is song ko bhaut he jayda sunta hu,1
muje ye song or is ka dance bht acha lagta h mahira look beautiful,1
singh bhai apka apka song ak dam hit hai aur banao achha lagta hai,1
bhai log viewer tej karo yarrrrrrr taki khesariya chhakake fat jai,1
iako koi nhi rok sakta jab tk logo ka kan rahega tb tk suna jayega,1
is gane ka choreographer kaun hai bahut research krke step dia hai,1
waaaaaaaaaaaaaaaaaaahhhhhhhhhhhhhhhhhhhh hhh kya song hai yaar,1
sexy mujhe le leti to bahut maza deta lund chuswata saali randi ko,1
wow pawan bhiya aap toh hilla diye hain pure bihar m aur all india,1
abhye dhakan itna kha ke pet nikalega toh overload ho ji jayega na,1
agar real bihar se ho to pawan bhiya ko pure world mai famous karo,1
lollipop ke bad ehi song h jo other ragy me sunane ko mill jata ha,1
mota haathi pet nikal ke nasalwa aur khud ko salman khan samajalwa,1
maaa kasam kati aakhar gana h sharry bhai aise hi gaane bnate raho,1
khatam kar rkha hain bhai pahli hi line itni pyaari bc,1
bhojpuri star pawan singh ji ka har gana kuch alag hi hota hai owsm,1
bhaiitna maza nhi ajya gane mai part k taraf craze nhi dil rha hai,1
dil chori sada ho gya izzzz jst osmm nd luv u yo yo,1
bap bap hot haiits true frm this songlo bap aa gayatc bhaii,1
pawan bhaiya jindabaadkya gaana thaek noman khus kar diye pura bhai,1
pc iss se achaa to rakhi sawant ko le lete ittni ugly ladki tauba,1
kuch bhi shor machao naam banao saabaash sahi mein phurrr gaana hai,1
or kitna arijit singh sir ko thoda rest do yr kitna mehnt krwaoge,1
this song is like nasha jitne bar suno utne baar acha lagta hai,1
seriously sukhwinder naseebo nu ikthatha kr song banalkya baat hai,1
super dance kar rahi ho anjali raghav,1
yr isse pyare songs banayen na tareefon wale plz ab ise nhi bante,1
sab ka baap apna sallu bhai swag se swagat m,1
yaar this song is best when i hear this i go to back my love story,1
wow naseebo g aaj maine dekha kitna dard a tere awaz mein excellent,1
pawan ji kitne motey hai fir bhi no uncle type hai fir bhi star hai,1
wow kya song hai dhui patti pratapgarh up edbsc polytechnic diploma,1
bura na manana bhai but eska music totally lean on ka hai,1
make songs which has heavy bass for egchainsmokersdont let me down,1
oh my good god bht high scale hai naseebo kakoi nahi gaa sakta aise,1
wah pawan jee hour me lakh se jyada view mil rahe hai superb song,1
level hai is song ka yay loog theek direction pay hein inky mutabik,1
after udit narayan india got good playback singer as a arijit singh,1
sapno me milti hai oye kudi meri sapnon me milti hai ishq shava,1
supr yar so nice songkitni bar sun lia h is ka mujhy khud andaza nh,1
sarmad you are my favorite singer tumari awaz mein ek skoon hai,1
rocking bhai finely come back hogaya yo yo honey singh dhamaal song,1
finally sabka baap return aa gayalove you honey,1
hat jao sab rap song ka boss aagaya he love u honey,1
i love you honey bhai baki sb fail hainn apky aagy,1
chakwal group ko shadi par bulana ho to jaisy bulaya ja sakta hai,1
nase sa chad gaya oye song nase sa chad gaya best song of this year,1
yaar sab girls to itni slim h fr sab muje q kehte h me bhut slim hu,1
why is the transgender copying katrina steps from jab tak hain jaan,1
ladki na ho gayi baanari ho gayi salaa har baar chad rahi hein,1
asa nazuk dil dy log ay sada dil na dukhaya kr wow yar awesome line,1
video according to song nhi he song bohat high he is cheap video se,1
mode happy ho ya sade ye song sun k acha lagta hai i really like it,1
mae hazzar dafa sun chukki hn sarmad apki awaz mai jadoo hai love u,1
amazing amazing ap dono k pass amazing voice hai lovely songs,1
haahaaaahaaaamajaaa aa gayaaa bhai mst hai,1
swad de diye bhai keep it up we are suporting hrynvi aur btao bhaio,1
jab aap dekh le to aap mare email per reply jarur karna plz plz plz,1
bahut achhi hai ye song i love you sapna aap bahut hansome lagti ho,1
purana pyar yaad diladiya is song ne vijay sir thank my fareat song,1
busss aap badiaaa badiaaa song or banoo jis mai romance ho dance ho,1
and anjali ji bohot khub dans karti hi muji bohot pasand hi anjali,1
very good expression hai apka aur dance bhi bhut acha kar lete hain,1
raju punjabi ji ne to dhamaal macha rakha hai abi to or kaamal hoga,1
bhaiya app logo se binti hai pawan bhaiya ka gana aage lekar chalo,1
bhai sahab ke attitude to dekho ladki mana rahi per nakhre zindabad,1
bhai hero ka pura charbi hil ra hai,1
isse jyada bhojpuri kisi bhi gane ko itna jyada view nahi mil sakta,1
mujhe to kuch bhi samjh nahi aaya fhir bhi sunna achcha lagtaa hai,1
kuch pawan singh ka najayaz aulad hai is geet ko suna rahe hai abhi,1
wahh gjb song hai sir jio apka koi jawab nhi aap to world star hai,1
aaj tak koi pavan singh ji ke jesea koi bhojpuri hero nahin aaya he,1
world wide record pawan bhaiya ka ish gaane ka bahut faida uthata h,1
pataka full daaru peti ajj sari raat repeat chlda riha bai da gaana,1
pataka full daaru peti ajj sari raat repeat chlda riha bai da gaana,1
samajh mein nahi aaya lekin music ekdum mast hai rapchik and jackass,1
bhopuri industries me kajal raghwali to sab se hit ho rahi hai yarr,1
superbbbb yr owsome love it specially music is such a lovely concept,1
superbbbb yr owsome love it specially music is such a lovely concept,1
addictable song yaarfirst song i heard that its of friendshipno love,1
abe ghadi kharab ho jygi pani chala jyga usme chamcham mare,1
bhai aab hamko next song rap me chaiye mst maja agaya yoyohoneysingh,1
muje vani ka muh bilkul bhi pasand nahi aaya aaa thuu rajesh arora,1
assan nazuk dil de lokh han sada dil na yaar dukhaya kar,1
boht boht aala songaima baig ne boht acha gaya or lyrics b boht aala,1
salman khan is the best m cross swag se kare ge sawagt ye song sunoo,1
audio and music is awesome but video me kuch jyada hi gandh macha di,1
is gaane mein ek ruhani taqat hai i dont know but this is powerful,1
